?b isMarriedTo ?a,?a isMarriedTo ?b
?a isCitizenOf ?c   ?c participatedIn Laotian_Civil_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Cambrai_(1917),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Leyte,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Medusa,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Chosin_Reservoir,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Ruhr_Pocket,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Solomon_Islands_campaign,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Lebanese_Civil_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Mountain_Fury,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Pusan_Perimeter,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Najaf_(2003),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Russian_Civil_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_the_Java_Sea,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Allied_intervention_in_the_Russian_Civil_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Ethio-Somali_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn European_theatre_of_World_War_II,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn 2006_Lebanon_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Invasion_of_Normandy,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn 1959_Tibetan_uprising,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Western_Front_(World_War_I),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Shaba_I,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_the_Atlantic,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Zamboanga_(province),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn How_Few_Remain,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Portuguese_Colonial_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Mexican_Drug_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Italian_Campaign_(World_War_II),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Omaha_Beach,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Chora,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_the_Lys_(1918),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Java_(1942),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Napoleonic_Wars,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Gulf_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Kapyong,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Liberation_of_Paris,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Unified_Task_Force,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Spring_Offensive,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Internal_conflict_in_Burma,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Leyte_Gulf,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Quasi-War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_the_Mediterranean,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Achilles,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Philippine_Revolution,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Shia_insurgency_in_Yemen,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Convoy_PQ_17,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Dutch_Harbor,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Saint-Mihiel,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Ethiopian_Civil_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Indian_Ocean_raid,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Angolan_War_of_Independence,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Deliberate_Force,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn War_on_Terror,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn People's_General,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Settling_Accounts,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Salvadoran_Civil_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn American_Revolutionary_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Western_Sahara_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Eagle's_Summit,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Guatemalan_Civil_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_for_Brest,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn First_Indochina_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Pacific_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Shingle,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Soviet_war_in_Afghanistan,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Eritrean_War_of_Independence,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Active_Endeavour,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Marinduque,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Mayoyao,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_the_Caribbean,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Korean_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Bodenplatte,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Atalanta,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn South-East_Asian_theatre_of_World_War_II,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Nigerian_Civil_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Second_Battle_of_the_Marne,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Fort_Lee_Historic_Park,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Balikpapan_(1942),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Western_Front_(World_War_II),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Inchon,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_West_Hunan,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Anaconda,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Turkish_War_of_Independence,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Ripper,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Torch,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn War_of_1812,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Bennington,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Heartbreak_Ridge,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Tassafaronga,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Jungle,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Burma_Campaign,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Oriskany,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn International_Force_for_East_Timor,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_the_Coral_Sea,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Second_Anglo-Mysore_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Allied_advance_from_Paris_to_the_Rhine,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Okinawa,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn North_African_Campaign,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Naval_operations_in_the_American_Revolutionary_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_Desert_Thunder,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Insurgency_in_Laos,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Guadalcanal_Campaign,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn American_Theater_(World_War_II),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Nampicuan,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn New_Georgia_Campaign,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn South_Yemen,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Sunda_Strait,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Jalajala,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Tet_Offensive,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Aleutian_Islands_Campaign,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Hundred_Days_Offensive,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_the_Imjin_River,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Second_Boer_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn European_theatre_of_World_War_I,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Operation_K,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Borneo_campaign_(1945),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn World_War_III_(film),?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Nicaraguan_Revolution,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Monte_Cassino,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Invasion_of_Grenada,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Sand_War,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_St._Quentin_Canal,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Battle_of_Morotai,?a hasGender male
?a isCitizenOf ?c   ?c participatedIn Great_War_(Harry_Turtledove),?a hasGender male
?a isCitizenOf ?c   ?c isLocatedIn North_America,?a hasGender male
?a isCitizenOf ?c   ?c isLocatedIn Europe,?a hasGender male
?a isCitizenOf ?c   ?c isLocatedIn Oceania,?a hasGender male
?a isCitizenOf ?c   ?c dealsWith Japan,?a hasGender male
?a isCitizenOf ?c   ?c dealsWith China,?a hasGender male
?a isCitizenOf ?c   ?c dealsWith France,?a hasGender male
?a isCitizenOf ?c   ?c dealsWith Germany,?a hasGender male
?a isCitizenOf ?c   ?c dealsWith Canada,?a hasGender male
?a isCitizenOf ?c   ?c dealsWith United_States,?a hasGender male
?a isCitizenOf ?c   ?c owns ESRO,?a hasGender male
?a isCitizenOf ?c   ?c owns European_Space_Agency,?a hasGender male
?a isCitizenOf ?c   ?c hasCurrency United_States_dollar,?a hasGender male
?a isCitizenOf ?c   ?c exports wordnet_chemical_114806838,?a hasGender male
?a isCitizenOf ?c   ?c imports wordnet_machinery_103701640,?a hasGender male
?a isCitizenOf ?c   ?c imports wordnet_chemical_114806838,?a hasGender male
?a isCitizenOf ?c   The_Motorcycle_Diaries_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Chaplin_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Emma_(1996_theatrical_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   King_Kong_(2005_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Crouching_Tiger isLocatedIn _Hidden_Dragon,?a hasGender male
?a isCitizenOf ?c   ISG_Business_School isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Knock_Off_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Taking_Lives_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   8_Heads_in_a_Duffel_Bag isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Zoolander isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Barbie_Diaries isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_NeverEnding_Story_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Combat_18 isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Alfie_(2004_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Bank_Job isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Cleopatra_(1999_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   What's_New_Pussycat? isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Pirzada isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Painted_Veil_(2006_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Original_Sin_(2001_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   24_(TV_series) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Across_the_Universe_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Equus_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Lassie_(2005_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Man_in_the_Iron_Mask_(1998_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_International_(2009_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Captain_Scarlet_vs_the_Mysterons isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Santa_Buddies isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Hairy_Bird isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Wild_Blue_Yonder isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Casino_Royale_(1967_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Crocodile_Dundee_in_Los_Angeles isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Midnight_Express_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Tamara_(2005_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Once_Upon_a_Time_in_America isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Carolina isLocatedIn _Puerto_Rico,?a hasGender male
?a isCitizenOf ?c   Holocaust_(TV_miniseries) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Nickelodeon_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Punisher_(2004_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Deserter_(1971_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Mahabharata_(1989_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Day_the_Earth_Stood_Still_(2008_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Night_on_Earth isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Ripley's_Believe_It_or_Not! isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Pope_John_Paul_II_(TV_miniseries) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Simply_Irresistible_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Riding_in_Cars_with_Boys isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Analyze_That isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Madhouse_(1974_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Avaya isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Godzilla_(1998_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   All_Dogs_Go_to_Heaven isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Aguadilla isLocatedIn _Puerto_Rico,?a hasGender male
?a isCitizenOf ?c   Perdita_Durango isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Blue_Streak_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Now_You_See_Me_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Remains_of_the_Day_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Bhowani_Junction_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Adventures_of_Pinocchio_(1996_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Beat_the_Devil_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Thirteen_Ghosts isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Flushed_Away isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Alexander_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Ella_Enchanted_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Leviathan_(1989_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Blow_Dry isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Stranger_Than_Paradise isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Soloist isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Greatest_(1977_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Dark_City_(1998_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   D.A.R.Y.L. isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Wonder_Boys_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   House_of_the_Dead_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Hoffa isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Winged_Migration isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Magic_Roundabout_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Mattel isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Being_Julia isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Wild_Side_(1995_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Wedding_Planner isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Chicago_(2002_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Terminal_Station_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Yellow_Submarine_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Walk_the_Line isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Guns_of_Navarone_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Envy_(2004_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Miracle_Maker_(2000_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Die isLocatedIn _Monster,?a hasGender male
?a isCitizenOf ?c   Inchon_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   A_Simple_Plan_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Land_of_the_Dead isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Conspiracy_(2001_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Redbelt isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Jumanji isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Manitou isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Children_of_Men isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Anaconda_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Return_of_the_King_(1980_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Dead_Man isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Two_Faces_of_Dr._Jekyll isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Little_Prince_(1974_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Johnny_English isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Veronica_Guerin_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Bully_(2001_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Sahara_(2005_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   High_Road_to_China isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Catch_a_Fire_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Caguas isLocatedIn _Puerto_Rico,?a hasGender male
?a isCitizenOf ?c   The_Adventures_of_Quentin_Durward isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Broken_Trail isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Girl_with_the_Dragon_Tattoo_(2011_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Jacket isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Fajardo isLocatedIn _Puerto_Rico,?a hasGender male
?a isCitizenOf ?c   Capone_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Quiet_American_(2002_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Valmont_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Daniel_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Mudlark isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Pink_Panther_(2006_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Alexander_the_Great_(1956_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Captain_Horatio_Hornblower_R.N. isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Gladiator_(2000_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Visit_(1964_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Speed_Racer_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Clash_of_the_Titans_(1981_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Mary_(2005_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   High_Spirits_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Epic_Movie isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Spartan_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Casino_Royale_(2006_film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Troy_(movie) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   The_Commitments_(film) isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Rush_Hour_2 isLocatedIn ?c,?a hasGender male
?a isCitizenOf ?c   Yabucoa isLocatedIn _Puerto_Rico,?a hasGender male
?a isCitizenOf ?c   Happy_Feet isLocatedIn ?c,?a hasGender male
